"project_name","bug_id","buggy_commit_id","fixed_commit_id","buggy_files","fixed_files","diff_commands","test_file_bug_info","test_file_description"
"tornado","13","d7d9c467cda38f4c9352172ba7411edc29a85196","34903f9e1a99441b2729bbe6f1d65d46cf352ea7","tornado/http1connection.py;tornado/test/runtests.py","tornado/http1connection.py;tornado/test/runtests.py","diff --git a/tornado/http1connection.py b/tornado/http1connection.py;diff --git a/tornado/test/runtests.py b/tornado/test/runtests.py","tornado/test/http1connection_test.py",""
"tornado","9","c9d2a3fa573987629ad576e991c2f3b65f4daab4","86cc31f52992fb9d11f92de6fd5496842fea2265","tornado/httputil.py","tornado/httputil.py","diff --git a/tornado/httputil.py b/tornado/httputil.py","tornado/test/httputil_test.py",""
"tornado","15","fdfaf3dffa49479c7461050eacca07bc5ee8d207","ecb3ea7543cc942659faf3d2144853018afa6139","setup.py;tornado/web.py","setup.py;tornado/web.py","diff --git a/setup.py b/setup.py;diff --git a/tornado/web.py b/tornado/web.py","tornado/test/web_test.py",""
"tornado","11","79ef301eb05cac82c075198e502d94dad296f6aa","1131c9b50a6a4c0868d0d6fa5e0be077cf8fd1ca","tornado/http1connection.py","tornado/http1connection.py","diff --git a/tornado/http1connection.py b/tornado/http1connection.py","tornado/test/httpserver_test.py",""
"tornado","6","fb74e4816ccfa7fc6a7abd8c8aab1f415cfc1b13","2905ee4fb3c283d40b10f609359e189c83a0dc06","tornado/ioloop.py;tornado/platform/asyncio.py","tornado/ioloop.py;tornado/platform/asyncio.py","diff --git a/tornado/ioloop.py b/tornado/ioloop.py;diff --git a/tornado/platform/asyncio.py b/tornado/platform/asyncio.py","tornado/test/asyncio_test.py",""
"tornado","12","4ee9ba94de11aaa4f932560fa2b3d8ceb8c61d2a","301f52b532c071a0d2fec1eb7c23f2714bb38567","tornado/auth.py","tornado/auth.py","diff --git a/tornado/auth.py b/tornado/auth.py","tornado/test/auth_test.py",""
"tornado","4","a8420fc681c5423d072978f00eab4d0645057d16","db529031a1e1a6e951826aba0b7d0b18f05cd4c7","tornado/web.py","tornado/web.py","diff --git a/tornado/web.py b/tornado/web.py","tornado/test/web_test.py",""
"tornado","5","2d4053daa56c609d642b214399e046671d4a593e","886643965b5cb782503d8d7b374b7a794ec2077b","tornado/ioloop.py","tornado/ioloop.py","diff --git a/tornado/ioloop.py b/tornado/ioloop.py","tornado/test/ioloop_test.py",""
"pandas","120","2b0cac7","c5a1f9e2c373ced9ef2f02ab64d11eaa7b4248f2","pandas/core/groupby/generic.py;pandas/core/groupby/groupby.py","pandas/core/groupby/generic.py;pandas/core/groupby/groupby.py","diff --git a/pandas/core/groupby/generic.py b/pandas/core/groupby/generic.py;diff --git a/pandas/core/groupby/groupby.py b/pandas/core/groupby/groupby.py","pandas/tests/groupby/test_categorical.py",""
"pandas","81","b529857","339edcdb7ecc6edc6fde1b7d1413dbb746d2bcca","pandas/core/arrays/integer.py","pandas/core/arrays/integer.py","diff --git a/pandas/core/arrays/integer.py b/pandas/core/arrays/integer.py","pandas/tests/arrays/test_integer.py",""
"pandas","69","426d445","948f95756c79543bb089a94a85e73011a3730b2d","pandas/core/indexing.py","pandas/core/indexing.py","diff --git a/pandas/core/indexing.py b/pandas/core/indexing.py","pandas/tests/indexes/test_numeric.py",""
"pandas","115","ed20822","386494d0dc851be9e86b1576f30fa8705df4d47b","pandas/core/missing.py","pandas/core/missing.py","diff --git a/pandas/core/missing.py b/pandas/core/missing.py","pandas/tests/series/test_missing.py",""
"pandas","139","7705cd2","0ffdbe36f0df732f2700cda4a84be758084ff901","pandas/core/groupby/grouper.py","pandas/core/groupby/grouper.py","diff --git a/pandas/core/groupby/grouper.py b/pandas/core/groupby/grouper.py","pandas/tests/groupby/test_categorical.py",""
"pandas","48","9bc3ee0","9e7cb7c102655d0ba92d2561c178da9254d5cef5","pandas/core/groupby/generic.py","pandas/core/groupby/generic.py","diff --git a/pandas/core/groupby/generic.py b/pandas/core/groupby/generic.py","pandas/tests/groupby/test_function.py",""
"pandas","49","113c255","37659d47a685ecc5f5117aa56526ece0106c6d0f","pandas/core/strings.py","pandas/core/strings.py","diff --git a/pandas/core/strings.py b/pandas/core/strings.py","pandas/tests/test_strings.py",""
"pandas","157","b1c871c","def01cf7bbb5ef8c9bf2e19737ea918e6a76a143","pandas/core/reshape/merge.py","pandas/core/reshape/merge.py","diff --git a/pandas/core/reshape/merge.py b/pandas/core/reshape/merge.py","pandas/tests/reshape/merge/test_merge_asof.py",""
"pandas","164","ac69333","61819aba14dd7b3996336aaed84d07cd936d92b5","pandas/core/tools/datetimes.py","pandas/core/tools/datetimes.py","diff --git a/pandas/core/tools/datetimes.py b/pandas/core/tools/datetimes.py","pandas/tests/indexes/datetimes/test_tools.py",""
"pandas","73","f1d7ac6","6f93898d32c0f1fdb382d1e9dee434c158998374","pandas/core/frame.py;pandas/core/ops/missing.py","pandas/core/frame.py;pandas/core/ops/missing.py","diff --git a/pandas/core/frame.py b/pandas/core/frame.py;diff --git a/pandas/core/ops/missing.py b/pandas/core/ops/missing.py","pandas/tests/frame/test_arithmetic.py",""
"pandas","165","9fe8a0f","9b1c005142fed227081dd454eab1a414168d458e","pandas/core/arrays/datetimelike.py;pandas/tests/arithmetic/test_period.py;pandas/tests/arithmetic/test_timedelta64.py","pandas/core/arrays/datetimelike.py;pandas/tests/arithmetic/test_period.py;pandas/tests/arithmetic/test_timedelta64.py","diff --git a/pandas/core/arrays/datetimelike.py b/pandas/core/arrays/datetimelike.py;diff --git a/pandas/tests/arithmetic/test_period.py b/pandas/tests/arithmetic/test_period.py;diff --git a/pandas/tests/arithmetic/test_timedelta64.py b/pandas/tests/arithmetic/test_timedelta64.py","pandas/tests/arithmetic/test_datetime64.py",""
"pandas","166","4056ded","d44fb07063e9a8bd8a209ddce35b40d8a56c8d02","pandas/core/frame.py","pandas/core/frame.py","diff --git a/pandas/core/frame.py b/pandas/core/frame.py","pandas/tests/frame/test_join.py",""
"pandas","22","38b669a","299e27da8a75d02d84870c1ca5971f4dd0f046e6","pandas/core/window/common.py;pandas/core/window/rolling.py","pandas/core/window/common.py;pandas/core/window/rolling.py","diff --git a/pandas/core/window/common.py b/pandas/core/window/common.py;diff --git a/pandas/core/window/rolling.py b/pandas/core/window/rolling.py","pandas/tests/window/test_base_indexer.py",""
"pandas","98","8105a7e","09e4b780f09c5aa72bb2a6ae2832612f81dc047f","pandas/core/indexes/base.py","pandas/core/indexes/base.py","diff --git a/pandas/core/indexes/base.py b/pandas/core/indexes/base.py","pandas/tests/indexes/period/test_constructors.py",""
"pandas","18","e008a0a","cb71376385c33270fa1922aec9eb6c49de4336f4","pandas/core/window/common.py;pandas/core/window/rolling.py","pandas/core/window/common.py;pandas/core/window/rolling.py","diff --git a/pandas/core/window/common.py b/pandas/core/window/common.py;diff --git a/pandas/core/window/rolling.py b/pandas/core/window/rolling.py","pandas/tests/window/test_base_indexer.py",""
"pandas","135","0df22b6","f41219179de69fed5c2a4b7df821394af1aa6559","pandas/core/groupby/ops.py","pandas/core/groupby/ops.py","diff --git a/pandas/core/groupby/ops.py b/pandas/core/groupby/ops.py","pandas/tests/extension/decimal/test_decimal.py",""
"pandas","150","54e9b75","d38627b5889db3f663cad339fe8f995af823b76b","pandas/core/dtypes/missing.py","pandas/core/dtypes/missing.py","diff --git a/pandas/core/dtypes/missing.py b/pandas/core/dtypes/missing.py","pandas/tests/dtypes/test_missing.py",""
"pandas","155","4252ab7","0bde7cedf46209a9fd4fa8c7f9fbce8b49aa78cd","pandas/core/window/rolling.py","pandas/core/window/rolling.py","diff --git a/pandas/core/window/rolling.py b/pandas/core/window/rolling.py","pandas/tests/window/test_rolling.py",""
"pandas","94","8803056","613df15047887957f5964d2a6ce59ea20b0c4c91","pandas/core/indexes/datetimelike.py","pandas/core/indexes/datetimelike.py","diff --git a/pandas/core/indexes/datetimelike.py b/pandas/core/indexes/datetimelike.py","pandas/tests/indexes/datetimes/test_constructors.py",""
"pandas","60","6bc2dca","fcf7258c19b0a6a712f33fb0bcefdae426be7e7f","pandas/core/window/rolling.py","pandas/core/window/rolling.py","diff --git a/pandas/core/window/rolling.py b/pandas/core/window/rolling.py","pandas/tests/window/test_grouper.py",""
"pandas","133","343544d","c983d52e3a3a8a191359814417f375b1dc8b04c1","pandas/core/generic.py","pandas/core/generic.py","diff --git a/pandas/core/generic.py b/pandas/core/generic.py","pandas/tests/frame/test_missing.py",""
"pandas","156","42d6ee7","05cc95971e56b503d4df9911a44cd60a7b74cc79","pandas/core/sparse/frame.py","pandas/core/sparse/frame.py","diff --git a/pandas/core/sparse/frame.py b/pandas/core/sparse/frame.py","pandas/tests/sparse/frame/test_frame.py",""
"pandas","131","73745be","bf5848f111c92fc5c6c11a93a3bc2480f138f1b1","pandas/core/indexes/accessors.py","pandas/core/indexes/accessors.py","diff --git a/pandas/core/indexes/accessors.py b/pandas/core/indexes/accessors.py","pandas/tests/series/test_datetime_values.py",""
"pandas","58","634a41f","16684f2affaf901b42a12e50f9c29e7c034ad7ea","pandas/core/arrays/categorical.py","pandas/core/arrays/categorical.py","diff --git a/pandas/core/arrays/categorical.py b/pandas/core/arrays/categorical.py","pandas/tests/arrays/categorical/test_constructors.py",""
"pandas","71","74a5edc","a5daff22e6e37af4946c614f85b110905e063be3","pandas/core/reshape/tile.py","pandas/core/reshape/tile.py","diff --git a/pandas/core/reshape/tile.py b/pandas/core/reshape/tile.py","pandas/tests/arrays/test_integer.py",""
"pandas","148","4ac7f9d","95edcf1cbee630e42daca0404c44d8128ea156fb","pandas/core/apply.py","pandas/core/apply.py","diff --git a/pandas/core/apply.py b/pandas/core/apply.py","pandas/tests/frame/test_apply.py",""
"pandas","52","20a84a5","7017599821e02ba95282848c12f7d3b5f2ce670a","pandas/core/groupby/generic.py","pandas/core/groupby/generic.py","diff --git a/pandas/core/groupby/generic.py b/pandas/core/groupby/generic.py","pandas/tests/groupby/test_function.py",""
"pandas","59","292a993","8dd9fabd2ad9104e747084437b9ad436d5be087a","pandas/core/window/rolling.py","pandas/core/window/rolling.py","diff --git a/pandas/core/window/rolling.py b/pandas/core/window/rolling.py","pandas/tests/window/test_pairwise.py",""
"pandas","14","e7b23d4","dd71064327721c1ec7366000f357b0c08bcec4d2","pandas/core/ops/dispatch.py;pandas/tests/arithmetic/conftest.py","pandas/core/ops/dispatch.py;pandas/tests/arithmetic/conftest.py","diff --git a/pandas/core/ops/dispatch.py b/pandas/core/ops/dispatch.py;diff --git a/pandas/tests/arithmetic/conftest.py b/pandas/tests/arithmetic/conftest.py","pandas/tests/arithmetic/test_datetime64.py;pandas/tests/arithmetic/test_timedelta64.py",""
"pandas","169","4d9016e","01babb590cb15ef5c6e9ad890ea580a5112e6999","pandas/core/frame.py","pandas/core/frame.py","diff --git a/pandas/core/frame.py b/pandas/core/frame.py","pandas/tests/frame/test_quantile.py",""
"pandas","80","d0d93db","351760c0655b6c383e449cf857b9a718e3545229","pandas/core/arrays/masked.py;pandas/core/generic.py;pandas/core/indexing.py;pandas/tests/arrays/test_boolean.py;pandas/tests/extension/base/__init__.py;pandas/tests/extension/base/ops.py;pandas/tests/frame/test_operators.py","pandas/core/arrays/masked.py;pandas/core/generic.py;pandas/core/indexing.py;pandas/tests/arrays/test_boolean.py;pandas/tests/extension/base/__init__.py;pandas/tests/extension/base/ops.py;pandas/tests/frame/test_operators.py","diff --git a/pandas/core/arrays/masked.py b/pandas/core/arrays/masked.py;diff --git a/pandas/core/generic.py b/pandas/core/generic.py;diff --git a/pandas/core/indexing.py b/pandas/core/indexing.py;diff --git a/pandas/tests/arrays/test_boolean.py b/pandas/tests/arrays/test_boolean.py;diff --git a/pandas/tests/extension/base/__init__.py b/pandas/tests/extension/base/__init__.py;diff --git a/pandas/tests/extension/base/ops.py b/pandas/tests/extension/base/ops.py;diff --git a/pandas/tests/frame/test_operators.py b/pandas/tests/frame/test_operators.py","pandas/tests/arrays/sparse/test_arithmetics.py",""
"pandas","144","b106108","ffe6cfdbf82d663c3f77567bde11f1666de1df38","pandas/plotting/_matplotlib/core.py","pandas/plotting/_matplotlib/core.py","diff --git a/pandas/plotting/_matplotlib/core.py b/pandas/plotting/_matplotlib/core.py","pandas/tests/plotting/test_series.py",""
"pandas","3","45fee32","d3a6a3a58e1a6eb68b8b8399ff252b8f4501950e","pandas/core/series.py","pandas/core/series.py","diff --git a/pandas/core/series.py b/pandas/core/series.py","pandas/tests/series/methods/test_to_period.py;pandas/tests/series/methods/test_to_timestamp.py",""
"pandas","84","469b4b7","24d7c06130f9c2aeebedc26971b244ce076f7d0a","pandas/core/reshape/reshape.py;pandas/tests/series/test_analytics.py","pandas/core/reshape/reshape.py;pandas/tests/series/test_analytics.py","diff --git a/pandas/core/reshape/reshape.py b/pandas/core/reshape/reshape.py;diff --git a/pandas/tests/series/test_analytics.py b/pandas/tests/series/test_analytics.py","pandas/tests/frame/test_reshape.py",""
"pandas","16","f159734","74e8607cb163b76ccf272ac72ae6b7848fe930c8","pandas/core/indexes/datetimelike.py","pandas/core/indexes/datetimelike.py","diff --git a/pandas/core/indexes/datetimelike.py b/pandas/core/indexes/datetimelike.py","pandas/tests/arithmetic/test_period.py",""
"pandas","117","fc100fe","f98d2b6587b74c9a640b062d94911b199d962119","pandas/core/dtypes/missing.py","pandas/core/dtypes/missing.py","diff --git a/pandas/core/dtypes/missing.py b/pandas/core/dtypes/missing.py","pandas/tests/series/test_analytics.py",""
"pandas","127","f7d6b58","710d82c0d393c9031e469ec0371660d8187b7dc3","pandas/core/generic.py","pandas/core/generic.py","diff --git a/pandas/core/generic.py b/pandas/core/generic.py","pandas/tests/series/test_timeseries.py",""
"pandas","126","29be383","e639af2afd18b90ab9063df9c1927ae1f357a418","pandas/core/frame.py","pandas/core/frame.py","diff --git a/pandas/core/frame.py b/pandas/core/frame.py","pandas/tests/frame/test_combine_concat.py",""
"pandas","2","2740fb4","55e8891f6d33be14e0db73ac06513129503f995c","pandas/core/indexing.py","pandas/core/indexing.py","diff --git a/pandas/core/indexing.py b/pandas/core/indexing.py","pandas/tests/indexing/test_scalar.py",""
"pandas","38","c81d90f","e7ee418fa7a519225203fef23481c5fa35834dc3","pandas/core/reshape/reshape.py","pandas/core/reshape/reshape.py","diff --git a/pandas/core/reshape/reshape.py b/pandas/core/reshape/reshape.py","pandas/tests/frame/test_reshape.py",""
"pandas","8","ddbeca6","d09f20e29bdfa82f5efc071986e2633001d552f6","pandas/core/internals/blocks.py","pandas/core/internals/blocks.py","diff --git a/pandas/core/internals/blocks.py b/pandas/core/internals/blocks.py","pandas/tests/frame/methods/test_replace.py",""
"pandas","23","ab9f3c9","38b669a206b151e0a2bb985200d4a493c4ac078f","pandas/core/indexes/datetimelike.py;pandas/tests/indexes/datetimes/test_indexing.py","pandas/core/indexes/datetimelike.py;pandas/tests/indexes/datetimes/test_indexing.py","diff --git a/pandas/core/indexes/datetimelike.py b/pandas/core/indexes/datetimelike.py;diff --git a/pandas/tests/indexes/datetimes/test_indexing.py b/pandas/tests/indexes/datetimes/test_indexing.py","pandas/tests/indexes/datetimes/test_setops.py",""
"pandas","97","f9e524c","6f690b088190581552e04c53288819472fdb2dbe","pandas/core/indexes/timedeltas.py","pandas/core/indexes/timedeltas.py","diff --git a/pandas/core/indexes/timedeltas.py b/pandas/core/indexes/timedeltas.py","pandas/tests/indexes/timedeltas/test_setops.py",""
"pandas","89","0dc317f","feaa5033b7810f7775fd4806c27b2f9f1e9b5051","pandas/core/reshape/reshape.py","pandas/core/reshape/reshape.py","diff --git a/pandas/core/reshape/reshape.py b/pandas/core/reshape/reshape.py","pandas/tests/frame/test_reshape.py",""
"pandas","129","5b580fb","82c9547ddcaf2fd70e00f1368731f14a03bbac88","pandas/core/arrays/datetimelike.py","pandas/core/arrays/datetimelike.py","diff --git a/pandas/core/arrays/datetimelike.py b/pandas/core/arrays/datetimelike.py","pandas/tests/arithmetic/test_timedelta64.py",""
"pandas","1","3fd150c","e41ee47a90bb1d8a1fa28fcefcd45ed8ef5cb946","pandas/core/dtypes/common.py","pandas/core/dtypes/common.py","diff --git a/pandas/core/dtypes/common.py b/pandas/core/dtypes/common.py","pandas/tests/dtypes/test_dtypes.py",""
"pandas","61","74dad82","f7e2b74f1bcc1d1cbebbc42481e33f0abb2843dc","pandas/core/series.py","pandas/core/series.py","diff --git a/pandas/core/series.py b/pandas/core/series.py","pandas/tests/indexing/test_indexing.py",""
"pandas","128","794a1c2","112e6b8d054f9adc1303138533ed6506975f94db","pandas/io/json/_json.py","pandas/io/json/_json.py","diff --git a/pandas/io/json/_json.py b/pandas/io/json/_json.py","pandas/tests/io/json/test_readlines.py",""
"pandas","149","0d69d91","fa1364d1299a53093bc704f9c34c595b602a568b","pandas/io/parquet.py","pandas/io/parquet.py","diff --git a/pandas/io/parquet.py b/pandas/io/parquet.py","pandas/tests/io/test_gcs.py",""
"pandas","68","01582c4","d28db65bdba16e9400a16469ba2707f94ae63483","pandas/core/arrays/interval.py;pandas/tests/extension/base/methods.py","pandas/core/arrays/interval.py;pandas/tests/extension/base/methods.py","diff --git a/pandas/core/arrays/interval.py b/pandas/core/arrays/interval.py;diff --git a/pandas/tests/extension/base/methods.py b/pandas/tests/extension/base/methods.py","pandas/tests/arrays/interval/test_interval.py",""
"pandas","93","425c2fb","bde25278ccf4fb2d751c5e99e24b2270e0d62ef7","pandas/core/arrays/datetimelike.py","pandas/core/arrays/datetimelike.py","diff --git a/pandas/core/arrays/datetimelike.py b/pandas/core/arrays/datetimelike.py","pandas/tests/indexes/period/test_indexing.py;",""
"pandas","53","f9b49c8","020dcce17e3bd0983fca5b02556bd431140ab371","pandas/core/indexes/base.py;pandas/core/series.py;pandas/tests/indexing/test_scalar.py","pandas/core/indexes/base.py;pandas/core/series.py;pandas/tests/indexing/test_scalar.py","diff --git a/pandas/core/indexes/base.py b/pandas/core/indexes/base.py;diff --git a/pandas/core/series.py b/pandas/core/series.py;diff --git a/pandas/tests/indexing/test_scalar.py b/pandas/tests/indexing/test_scalar.py","pandas/tests/indexing/test_categorical.py;pandas/tests/indexing/test_loc.py",""
"pandas","31","45c13a9","8267427bfe567eec9a098aa8c071dddcc1d289f9","pandas/core/groupby/groupby.py","pandas/core/groupby/groupby.py","diff --git a/pandas/core/groupby/groupby.py b/pandas/core/groupby/groupby.py","pandas/tests/groupby/test_function.py",""
"pandas","43","81149fb","be7bfe6ab7ae2cba056f61dea6c3b0226bf80082","pandas/core/ops/__init__.py","pandas/core/ops/__init__.py","diff --git a/pandas/core/ops/__init__.py b/pandas/core/ops/__init__.py","pandas/tests/frame/test_arithmetic.py",""
"pandas","118","6f1accd","76e39ebcf584042fab4f224a6bd2c903bb0c8aff","pandas/core/reshape/melt.py","pandas/core/reshape/melt.py","diff --git a/pandas/core/reshape/melt.py b/pandas/core/reshape/melt.py","pandas/tests/reshape/test_melt.py",""
"pandas","39","8a5f291","a3097b5bd172e76dd3524eb5dbe18b6b4c22df50","pandas/core/ops/methods.py","pandas/core/ops/methods.py","diff --git a/pandas/core/ops/methods.py b/pandas/core/ops/methods.py","pandas/tests/frame//test_axis_select_reindex.py",""
